id_centro_vacunacion,id_ubigeo,nombre,latitud,longitud,entidad_administra,id_eess
105409,1871,SINCHI ROCA,-8.95817525,-75.229115,,5409
105410,1871,NUEVO TAHUANTINSUYO,-8.78999496,-75.23338146,,5410
105411,1870,TANGARANA,0,0,,5411
105412,1873,MONTE ALEGRE-NESHUYA,-8.63985408,-74.96448719,,5412
105413,1874,VON HUMBOLTD,-8.82603017,-75.05052287,,5413
105414,1873,SAN JUAN KM. 71,-8.71610544,-75.00216357,,5414
105415,1873,MONTE DE LOS OLIVOS,-8.59576039,-75.00073324,,5415
105416,1873,LA UNION,-8.75101255,-75.01623669,,5416
105417,1873,NUEVO SAN JUAN KM. 69,-8.69449549,-74.99389625,,5417
105418,1874,EL MILAGRO KM   83,-8.8025104,-75.03516993,,5418
105419,1872,CURIMANA,-8.4343698,-75.15537242,,5419
105420,1872,LAS MALVINAS.,-8.40492801,-75.08764229,,5420
105421,1872,BELLO HORIZONTE,-8.44451341,-75.25652436,,5421
105422,1872,ZORRILLOS,-8.44234545,-75.19377274,,5422
105423,1860,CAMPO VERDE,-8.47209435,-74.80601039,,5423
105424,1860,PUEBLO LIBRE,-8.49802467,-75.07609877,,5424
105425,1860,SAN MARTIN DE MOJARAL,-8.49759166,-74.77891214,,5425
105426,1860,AGUA BLANCA,-8.57951656,-74.80100472,,5426
105427,1860,SAN JOSE KM 26,-8.4367144,-74.75448604,,5427
105428,1860,SANTA ROSA KM. 50 CFB,-8.57670051,-74.90866559,,5428
105429,1860,PIMENTAL,-8.52192511,-74.80811638,,5429
105430,1860,P.S  LAS MERCEDES KM. 42,-8.52934629,-74.86778469,,5430
105431,1860,PUESTO DE SALUD  ALTO MANANTAY,-8.47067258,-74.78558654,,5431
105432,1860,EL PORVENIR KM 25,-8.40938577,-74.76035415,,5432
105433,1860,LA VICTORIA,-8.42247905,-74.70362669,,5433
105434,1860,ANTONIO RAYMONDI,-8.37038913,-74.71418746,,5434
105435,1860,SIMON BOLIVAR,-8.48820207,-74.89296966,,5435
105436,1860,SAN PEDRO KM 47,-8.56234774,-74.89546561,,5436
105437,1860,LOS PINOS,-8.49529936,-74.83516264,,5437
105438,1860,SEÑOR DE LOS MILAGROS KM 24,-8.36759312,-74.770035,,5438
105439,1860,TUPAC AMARU,-8.47570076,-74.60906613,,5439
105440,1864,NUEVA REQUENA,-8.31083833,-74.861715,,5440
105441,1860,SARITA COLONIA,-8.37789833,-74.88119,,5441
105442,1864,JUVENTUD,-8.35033833,-74.96086833,,5442
105443,1864,NUEVO PIURA,-8.35452833,-74.98313167,,5443
105444,1864,ESPERANZA  DE AGUAYTIA,-8.13713667,-74.81928667,,5444
105445,1864,MIRAFLORES,-8.20340667,-74.84646,,5445
105446,1864,SHAMBO PORVENIR,-8.12025333,-74.77125667,,5446
105447,1864,NARANJAL,-8.15468167,-74.83260667,,5447
105448,1865,NUEVO SAN JUAN,-8.51938385,-74.4106127,,5448
105449,1859,PUERTO BETHEL,-8.4357704,-74.25994117,,5449
105450,1859,MAZARAY,-8.43305529,-74.24034814,,5450
105451,1859,ISLA INDEPENDENCIA,0,0,,5451
105452,1859,EXITO,-8.40213197,-74.41249531,,5452
105453,1859,SANTO DOMINGO DE MASHANGAY,-8.39059407,-74.40989687,,5453
105454,1859,SANTA CARMELA DE MASHANGAY,-8.39858296,-74.36116898,,5454
105455,1865,NUEVO BAGAZAN,-8.53087426,-74.38312061,,5455
105456,1865,SANTA ISABEL DE  BAHUANISHO,-8.55045981,-74.36482625,,5456
105457,1859,NUEVA BETANIA,-8.39836581,-74.29653113,,5457
105458,1859,TACSHITEA,-8.04804576,-74.65208643,,5458
105459,1859,SAN ANTONIO,-8.16629486,-74.61212445,,5459
105460,1859,SANTA SOFIA,-8.16565513,-74.27318379,,5460
105461,1859,CALLERIA,-8.07269771,-74.55642615,,5461
105462,1859,NUEVO UTUQUINIA,-8.20779891,-74.33778696,,5462
105463,1859,NUEVO SAPOSOA,-8.0011356,-74.63100382,,5463
105464,1859,PANAILLO,0,0,,5464
105465,1859,SAN MIGUEL DE CALLERIA,-8.08906357,-74.4263238,,5465
105466,1862,MASISEA,-8.60682974,-74.30119009,,5466
105467,1862,VISTA ALEGRE DE PACHITEA,-8.75727741,-74.502538,,5467
105468,1862,SANTA ROSA DE DINAMARCA,-8.69374293,-74.41345171,,5468
105469,1862,SANTA ROSA DE MASISEA,-8.56971414,-74.37492143,,5469
105470,1862,PUTAYA,-8.97801669,-73.18353104,,5470
105471,1862,JUNIN PABLO,-8.85374159,-74.19844412,,5471
105472,1862,CAIMITO,-8.85535159,-74.31485397,,5472
105473,1862,ABUJAO,-8.46232574,-74.16185514,,5473
105474,1862,PUERTO ALEGRE,-8.7254499,-74.17811333,,5474
105475,1862,SAN PEDRO DE INAMAPUYA,0,0,,5475
105476,1862,BELLA FLOR,-8.85088309,-74.26727309,,5476
105477,1862,SANTA ROSA DE ABUJAO,-8.40618844,-73.95270074,,5477
105478,1862,NOHAYA,-9.04573558,-73.67239168,,5478
105479,1862,NUEVO HORIZONTE,-9.0494992,-73.7872819,,5479
105480,1862,SANTA FE DE INAMAPUYA,-8.73693638,-74.05440174,,5480
105481,1862,VINUNCURO,-8.85552595,-74.02688978,,5481
105482,1862,CANTA GALLO,0,0,,5482
105483,1861,IPARIA,-9.30282034,-74.43845813,,5483
105484,1861,CUNCHURI,-8.86397805,-74.517402,,5484
105485,1861,CURIACA DEL CACO,-9.38060215,-74.21484671,,5485
105486,1861,PUERTO BELEN,-9.23344095,-74.34349382,,5486
105487,1861,NUEVO AHUAYPA,-9.07467353,-74.46703886,,5487
105488,1861,AMAQUIRIA,0,0,,5488
105489,1861,COLONIA DEL CACO.,-9.3524647,-74.30623522,,5489
105490,1861,NUEVO NAZARETH,0,0,,5490
105491,1861,UTUCURO,-9.25446841,-74.36304156,,5491
105492,1861,PUEBLO NUEVO DEL CACO,-9.40165197,-74.18132657,,5492
105493,1861,RUNUYA,0,0,,5493
105494,1861,CACO MACAYA,-9.36135778,-74.21748078,,5494
105495,1861,SHARARA,-9.35490174,-74.42888951,,5495
105496,1861,GALILEA,-9.09831115,-74.4698483,,5496
105497,1861,SANTA ROSA DE SHESHEA,0,0,,5497
105498,1861,PUERTO NUEVO,-9.36565833,-74.42584833,,5498
105499,1866,ATALAYA,-10.72517233,-73.7573805,,5499
105500,1866,MALDONADILLO,-8.23560456,-74.68754889,,5500
105501,1866,COCANI,-10.53741067,-73.99470483,,5501
105502,1866,OBENTENI,-10.75778417,-74.21848817,,5502
105503,1866,RAMON CASTILLA,-10.62347217,-73.91426117,,5503
105504,1866,BOCA PUCANI,-10.69469983,-73.5531595,,5504
105505,1866,UNINI,-10.639583,-73.9738,,5505
105506,1866,CHICOSA,-10.37635617,-74.0638805,,5506
105507,1866,LA FLORESTA,-10.64996,-73.46200383,,5507
105508,1866,PAOTI,-10.924421,-74.20634433,,5508
105509,1866,MAPALCA,-10.73781367,-73.3925915,,5509
105510,1869,BREU,-9.53087548,-72.75966253,,5510
105511,1866,CHEQUITAVO,-10.76232967,-74.37056817,,5511
105512,1866,ALTO CHENCORENI,-10.7212685,-74.2786645,,5512
105513,1866,RIMA,-10.73039133,-73.59549567,,5513
105514,1866,SERJALI,-10.69110133,-73.52129783,,5514
105515,1868,BOLOGNESI,-10.02642667,-73.95182067,,5515
105516,1868,SEMPAYA,-9.72444817,-74.1791505,,5516
105517,1868,SHAHUAYA,-9.84341817,-74.100739,,5517
105518,1868,NUEVA ITALIA,-9.82895267,-73.95730033,,5518
105519,1868,TUPAC AMARU,-9.88442767,-73.94876583,,5519
105520,1867,SEPAHUA,-11.14412683,-73.04403767,,5520
105521,1867,BUFEO POZO,-10.96205717,-73.11625567,,5521
105522,1867,PUIJA,-11.0360455,-73.08458417,,5522
105523,1869,DULCE GLORIA,-9.76305584,-72.67962793,,5523
105524,1875,PURUS,-9.77207013,-70.71249271,,5524
105525,1875,SAN MARCOS,-9.88083346,-70.87535348,,5525
105526,1875,BALTA,-10.0942928,-71.18474015,,5526
105527,1875,PALESTINA,-9.44266009,-70.50802661,,5527
105528,1875,GASTA BALA,-10.15474399,-71.00078127,,5528
105529,1875,SAN BERNARDO,-9.58475283,-70.61951749,,5529
105530,1875,NUEVA LUZ,-9.95764837,-70.97413915,,5530
105531,1863,SAN JOSE DE YARINACOCHA,-8.33608351,-74.59577743,,5531
105532,1863,CLAS SAN PABLO DE TUSHMO.,-8.35127449,-74.59495898,,5532
105533,1863,ESPERANZA DE PANAILLO,0,0,,5533
105534,1863,CLAS   BELLAVISTA DE YARINACOCHA,-8.35318329,-74.57421724,,5534
105535,1863,SAN FRANCISCO DE YARINACOCHA,-8.27610142,-74.64147082,,5535
105536,1863,CENTRO AMERICA,-8.36909693,-74.58666831,,5536
105537,1863,HUITOCOCHA,-8.36621774,-74.59968556,,5537
105538,1863,LEONCIO PRADO,-8.3072443,-74.5965412,,5538
105539,1863,CLAS  DE SAN JUAN YARINACOCHA .,-8.32492395,-74.60292375,,5539
105540,1863,NUEVA LUZ DE FATIMA,-8.31962474,-74.57221108,,5540
105541,1863,CLAS UNION ZAPOTILLO,-8.20039435,-74.73736796,,5541
105542,1863,NUEVA ALEJANDRIA,-8.2123266,-74.61618742,,5542
105543,1863,MARISCAL SUCRE,-8.30378667,-74.57035333,,5543
105544,1863,SANTA TERESITA,-8.35451549,-74.67064283,,5544
105545,1863,CASHIVOCOCHA,-8.3347061,-74.63821755,,5545
105546,1863,SANTA ROSA,-8.30499979,-74.61934555,,5546
105547,1863,SEÑOR DE LOS MILAGROS,-8.20742953,-74.65464276,,5547
105548,1865,SAN FERNANDO,-8.39674376,-74.53414435,,5548
105549,1859,BELLAVISTA,-8.39250131,-74.53685151,,5549
105550,1865,MANANTAY,-8.41459288,-74.5433615,,5550
105551,1865,7 DE JUNIO,-8.40183883,-74.5476194,,5551
105552,1865,PUCALLPILLO,-8.44806306,-74.50339953,,5552
105553,1859,9 DE OCTUBRE,-8.39181964,-74.5428795,,5553
105554,1865,NUESTRA SEÑORA DE LAS MERCEDES,-8.39739419,-74.55121812,,5554
105555,1859,MICAELA BASTIDAS,-8.38968347,-74.54980684,,5555
105556,1863,SHIRAMBARI.,-8.38928566,-74.58050926,,5556
105557,1859,NUEVA MAGDALENA,-8.4038413,-74.60283059,,5557
105558,1859,LA FLORIDA,-8.41410641,-74.58724611,,5558
105559,1859,NUEVO BOLOGNESI.,-8.39841364,-74.58801438,,5559
105560,1865,FRATERNIDAD,-8.40156869,-74.56689338,,5560
105561,1859,DOS DE MAYO KM.12,-8.39893914,-74.63910816,,5561
105562,1859,NUEVO PARAISO,-8.37309373,-74.55099565,,5562
105563,1863,HUSARES DEL PERU.,-8.37986075,-74.5705416,,5563
105564,1859,JOSE OLAYA,-8.3684339,-74.54870778,,5564
105565,1859,DOS DE MAYO,-8.36845371,-74.53973251,,5565
105566,1859,CLAS TUPAC AMARU,-8.37799548,-74.55485637,,5566
105567,1859,SAN FRANCISCO DE ASIS,0,0,,5567
105568,1859,SANTA ELENA,-8.292655,-74.44432333,,5568
105569,1859,NUEVO PALESTINA,0,0,,5569
105570,1859,SARGENTO LORES,0,0,,5570
105571,1859,CHANCAY,-8.259025,-74.51063667,,5571
105572,1859,YANAMAYO,-8.32331236,-74.50120992,,5572
105573,1859,HOSPITAL REGIONAL DE PUCALLPA,-8.37693929,-74.53112611,,5573
105574,1863,HOSPITAL AMAZONICO - YARINACOCHA,-8.3928622,-74.5826166,,5574
105575,1360,HUAYOPAMPA,-11.3551969,-76.82351938,,5575
105576,1360,LA PERLA,-11.37254689,-76.79836917,,5576
105577,1360,LA FLORIDA,-11.30856989,-76.79655252,,5577
105578,1364,LAMPIAN,-11.23791911,-76.83917419,,5578
105579,1366,ACOS,-11.27383428,-76.81988196,,5579
105580,1366,HUASCOY,-11.29119335,-76.76134408,,5580
105581,1368,SUMBILCA,-11.40697797,-76.8188992,,5581
105582,1369,CARAC,-11.19227191,-76.7799974,,5582
105583,1359,PIRCA,-11.23584336,-76.65533832,,5583
105584,1359,PASAC,-11.25059786,-76.67330461,,5584
105585,1359,BAÑOS,-11.21548232,-76.58837586,,5585
105586,1359,HUAROQUIN,-11.27330478,-76.70168634,,5586
105587,1365,PACARAOS,-11.18784214,-76.64938682,,5587
105588,1365,VICHAYCOCHA,-11.14022994,-76.62456641,,5588
105589,1367,SANTA CRUZ DE ANDAMARCA,-11.19634194,-76.6354203,,5589
105590,1363,HUACHINGA,-11.20045403,-76.89815464,,5590
105591,1363,OTEC,-11.17681719,-76.90512836,,5591
105592,1363,IHUARI,-11.18868902,-76.95273497,,5592
105593,1363,YUNGUY,-11.28732827,-76.93471404,,5593
105594,1363,ÑAUPAY,-11.23979286,-76.92583042,,5594
105595,1335,CANTA,-11.47001927,-76.62346861,,5595
105596,1335,CARHUA,-11.52174167,-76.64482,,5596
105597,1335,PARIAMARCA,-11.49373,-76.62902833,,5597
105598,1337,HUAMANTANGA,-11.502365,-76.74967333,,5598
105599,1337,QUIPAN,-11.47174,-76.78239833,,5599
105600,1338,HUAROS,-11.40746167,-76.57574,,5600
105601,1338,CULLHUAY,-11.402955,-76.52492167,,5601
105602,1339,SAN JUAN DE VISCAS,-11.56662,-76.65715,,5602
105603,1339,LACHAQUI,-11.5514,-76.62614167,,5603
105604,1340,SAN MIGUEL,0,0,,5604
105605,1340,SAN BUENAVENTURA,-11.48919,-76.66263833,,5605
105606,1336,ARAHUAY,-11.62316833,-76.67035167,,5606
105607,1341,TRAPICHE,-11.72090167,-76.96370667,,5607
105608,1341,YANGAS,-11.69580167,-76.846135,,5608
105609,1341,EL OLIVAR,-11.73486,-76.97998833,,5609
105610,1340,SAN JOSE,-11.50449167,-76.67485833,,5610
105611,1312,CENTRO DE SALUD BAYOVAR,-11.9521131,-76.9913771,,5611
105612,1312,CENTRO DE SALUD SU SANTIDAD JUAN PABLO II,-11.9448193,-76.9905243,,5612
105613,1312,10 DE OCTUBRE,-11.9452166,-76.9877759,,5613
105614,1312,HOSPITAL SAN JUAN DE LURIGANCHO,-11.9665774,-77.0030573,,5614
105615,1312,CENTRO DE SALUD GANIMEDES,-11.9831399,-77.0114007,,5615
105616,1312,AYACUCHO,-11.9871908,-77.0168234,,5616
105617,1312,CENTRO DE SALUD MEDALLA MILAGROSA,-11.9767362,-77.0058047,,5617
105618,1312,HUASCAR II,-11.9667218,-77.0109956,,5618
105619,1312,HUASCAR XV,-11.9557782,-77.0026526,,5619
105620,1312,PUESTO DE SALUD PROYECTOS ESPECIALES,-11.9558652,-76.9924377,,5620
105621,1312,JAIME ZUBIETA,-11.9634978,-76.9888954,,5621
105622,1312,SANTA MARIA,-11.9653616,-76.975844,,5622
105623,1312,TUPAC AMARU II,-11.9719013,-77.0041423,,5623
105624,1312,CENTRO DE SALUD CRUZ DE MOTUPE,-11.9408268,-76.9749709,,5624
105625,1312,JOSE CARLOS MARIATEGUI,-11.9450035,-76.9843804,,5625
105626,1312,ENRIQUE MONTENEGRO,-11.9370395,-76.9709422,,5626
105627,1312,JOSE CARLOS MARIATEGUI V ETAPA,-11.931421,-76.990361,,5627
105628,1330,CAJATAMBO,-10.47253636,-76.99260812,,5628
105629,1330,UTCAS,-10.46727419,-77.05713739,,5629
105630,1331,POQUIAN,-10.42415732,-77.09133777,,5630
105631,1331,COPA,-10.38631889,-77.0790716,,5631
105632,1333,HUANCAPON,-10.54919667,-77.11285167,,5632
105633,1334,CAHUA,-10.59619298,-77.33607319,,5633
105634,1334,MANAS,-10.59494,-77.167395,,5634
105635,1308,CENTRO DE SALUD LEONCIO PRADO,-12.0316958,-77.0302538,,5635
105636,1308,CENTRO DE SALUD SAN JUAN DE AMANCAES,-12.0168446,-77.0294195,,5636
105637,1308,CIUDAD Y CAMPO,-12.0243191,-77.0282412,,5637
105638,1308,FLOR DE AMANCAES,-12.008182,-77.0354478,,5638
105639,1308,CENTRO DE SALUD VILLA LOS ANGELES,-12.02349538,-77.02419715,,5639
105640,1308,MARISCAL CASTILLA,-12.0178541,-77.0320255,,5640
105641,1308,CENTRO MATERNO INFANTIL RÍMAC,-12.0343399,-77.0336606,,5641
105642,1410,CHIUCHIN,-10.92722,-76.78209833,,5642
105643,1410,PARQUIN,-10.96479798,-76.71991315,,5643
105644,1410,JUCUL,-10.94757422,-76.7452046,,5644
105645,1414,RAPAZ,-10.87310934,-76.70416185,,5645
105646,1419,HUANCAHUASI,-10.90700974,-76.72791433,,5646
105647,1409,PACCHO,-10.95859896,-76.93241766,,5647
105648,1409,LACSANGA,-11.01722333,-76.99715167,,5648
105649,1409,MUZGA,-10.9792,-76.99455,,5649
105650,1409,AYARANGA,-10.91959349,-76.95027851,,5650
105651,1415,ANDAJES,-10.79218801,-76.90916117,,5651
105652,1416,CAUJUL,-10.806775,-76.979005,,5652
105653,1418,NAVAN,-10.84012167,-77.0135,,5653
105654,1419,CHURIN,-10.81518426,-76.87652256,,5654
105655,1419,PACHANGARA,-10.780615,-76.81474667,,5655
105656,1414,OYON,-10.66561,-76.77250833,,5656
105657,1414,MALLAY,-10.72128137,-76.87149881,,5657
105658,1414,NAVA,-10.729385,-76.83594667,,5658
105659,1414,TINTA,-10.68045932,-76.82312986,,5659
105660,1405,PUÑUN,-10.91535833,-76.85134333,,5660
105661,1404,CARQUIN,-11.09082667,-77.62739167,,5661
105662,1406,HUALMAY,-11.09553333,-77.60663333,,5662
105663,1406,DOMINGO MANDAMIENTO,-11.09745333,-77.59794,,5663
105664,1406,CAMPO ALEGRE,-11.10399167,-77.61836167,,5664
105665,1411,SANTA MARIA,-11.09782092,-77.57445058,,5665
105666,1411,CHONTA,-11.08147781,-77.58091365,,5666
105667,1411,1RO DE MAYO,-11.119365,-77.59054667,,5667
105668,1411,ZAPATA,-11.08393909,-77.57442086,,5668
105669,1411,SAN BARTOLOME,-11.1071,-77.58744,,5669
105670,1413,VEGUETA,0,0,,5670
105671,1413,MAZO,-11.02370992,-77.60624235,,5671
105672,1413,PRIMAVERA,0,0,,5672
105673,1413,MARIATEGUI,0,0,,5673
105674,1413,MEDIO MUNDO,-10.9280827,-77.6519997,,5674
105675,1413,SANTA ROSA TIROLER,0,0,,5675
105676,1402,MANZANARES,-11.12861452,-77.61318601,,5676
105677,1403,AMBAR,-10.75651276,-77.27220532,,5677
105678,1403,AYNACA,-10.87257013,-77.27834148,,5678
105679,1407,HUAURA,-11.06758897,-77.59907866,,5679
105680,1407,HUMAYA,-11.09967477,-77.40994317,,5680
105681,1407,VILCAHUAURA,-11.07275054,-77.47418978,,5681
105682,1407,PEÑICO,-10.93117733,-77.43749979,,5682
105683,1407,SOCORRO,-11.07070039,-77.60574933,,5683
105684,1325,LAURIAMA,-10.74654167,-77.7568,,5684
105685,1325,CHAQUILA,0,0,,5685
105686,1325,ARAYA GRANDE,0,0,,5686
105687,1325,POTAO,0,0,,5687
105688,1325,PAMPA SAN ALEJO,-10.687075,-77.67958167,,5688
105689,1325,PURMACANA,0,0,,5689
105690,1325,SANTA CATALINA,0,0,,5690
105691,1325,SANTA ELENA,0,0,,5691
105692,1325,VINTO BAJO,0,0,,5692
105693,1325,LIMONCILLO,0,0,,5693
105694,1325,BUENAVISTA,0,0,,5694
105695,1325,CHIU CHIU,0,0,,5695
105696,1327,PUENTE BOLIVAR,-10.71949635,-77.77588522,,5696
105697,1332,GORGOR,-10.62146375,-77.04127083,,5697
105698,1326,PARAMONGA,-10.67996333,-77.81635,,5698
105699,1326,LAS DELICIAS,-10.68287833,-77.82666667,,5699
105700,1326,CERRO BLANCO,-10.60724,-77.76722333,,5700
105701,1326,HUARICANGA,-10.488205,-77.74880333,,5701
105702,1326,ANTA,-10.39651167,-77.69636333,,5702
105703,1326,TUNAN,-10.56648167,-77.75903167,,5703
105704,1326,LAMPAY,-10.63960833,-77.80373333,,5704
105705,1326,JULQUILLAS,-10.53314667,-77.72063,,5705
105706,1327,PATIVILCA,-10.69627273,-77.77991474,,5706
105707,1327,HUAYTO,-10.65799858,-77.65664567,,5707
105708,1327,PAMPA SAN JOSE,-10.65269368,-77.7090998,,5708
105709,1327,SAN MIGUEL DE OTOPONGO,-10.622257,-77.68801548,,5709
105710,1327,BUENOS AIRES,0,0,,5710
105711,1327,LAS VEGAS,0,0,,5711
105712,1328,CAMPIÑA,-10.80318701,-77.69782945,,5712
105713,1328,SAN NICOLAS,-10.80788319,-77.71317657,,5713
105714,1328,EL PORVENIR,-10.85131709,-77.69135579,,5714
105715,1328,CALETA VIDAL,0,0,,5715
105716,1328,TAYTALAYNES,-10.79395669,-77.56833908,,5716
105717,1328,CARAL,-10.88997065,-77.50002558,,5717
105718,1328,VIRGEN DE LAS MERCEDES,-10.76290888,-77.64041591,,5718
105719,1328,LIMAN,-10.84074227,-77.6172822,,5719
105720,1329,PUERTO SUPE,-10.80095989,-77.7440019,,5720
105721,1329,NUEVA VICTORIA,-10.79838334,-77.73987879,,5721
105722,1329,LETICIA,-10.79583986,-77.73082065,,5722
105723,1361,AUCALLAMA,-11.56085172,-77.17582232,,5723
105724,1361,PALPA,-11.48841073,-77.11963065,,5724
105725,1361,PASAMAYO,-11.60682483,-77.21710641,,5725
105726,1362,PERALVILLO,-11.58969149,-77.26182324,,5726
105727,1362,PAMPA LIBRE,-11.51256291,-77.28937496,,5727
105728,1362,CLAS PEDRO CANEVARO GARAY DE CHANCAYLLO,-11.48938593,-77.30529752,,5728
105729,1362,CERRO CULEBRA,-11.51139161,-77.25373444,,5729
105730,1362,QUEPEPAMPA,-11.52809841,-77.24932562,,5730
105731,1286,RAUL PORRAS BARRENECHEA,-11.8934379,-77.0244019,,5731
105732,1286,CENTRO MATERNO INFANTIL EL PROGRESO,-11.87554,-77.0167279,,5732
105733,1286,CENTRO DE SALUD LA FLOR,-11.8961113,-77.0271114,,5733
105734,1286,VILLA ESPERANZA,-11.88612425,-77.02200976,,5734
105735,1286,JORGE LINGAN,-11.8839462,-77.0201549,,5735
105736,1286,PUESTO DE SALUD LUIS ENRIQUE,-11.8770066,-77.0095277,,5736
105737,1286,PUNCHAUCA,-11.8345612,-77.000102,,5737
105738,1286,PUESTO DE SALUD CHOCAS,-11.7667755,-76.9771577,,5738
105739,1315,MEXICO,-12.0252261,-77.0850499,,5739
105740,1315,CENTRO DE SALUD PERU IV ZONA,-12.030943,-77.0861791,,5740
105741,1315,CENTRO DE SALUD CONDEVILLA,-12.021281,-77.0814067,,5741
105742,1315,CENTRO DE SALUD AMAKELLA,-12.0179051,-77.0785731,,5742
105743,1315,LOS LIBERTADORES,-12.006979,-77.0890663,,5743
105744,1315,CENTRO DE SALUD VALDIVIEZO,-12.0233352,-77.0660911,,5744
105745,1315,SAN MARTIN DE PORRES,-12.0345295,-77.0549341,,5745
105746,1315,CENTRO DE SALUD PERU III ZONA,-12.028589,-77.0764106,,5746
105747,1315,PUESTO DE SALUD CERRO LA REGLA,-11.9896127,-77.1157647,,5747
105748,1315,CENTRO DE SALUD GUSTAVO LANATTA LUJAN,-12.0242216,-77.0732396,,5748
105749,1308,CAQUETA,-12.031063,-77.0433946,,5749
105750,1290,CENTRO DE SALUD AÑO NUEVO,-11.9231023,-77.0401525,,5750
105751,1290,COLLIQUE III ZONA,-11.9147365,-77.026223,,5751
105752,1290,CENTRO MATERNO INFANTIL LAURA RODRIGUEZ DULANTO DUKSIL,-11.9160503,-77.0553621,,5752
105753,1290,GUSTAVO LANATTA,-11.9146878,-77.0113278,,5753
105754,1290,CENTRO DE SALUD SANGARARA,-11.91876401,-77.04373564,,5754
105755,1290,PUESTO DE SALUD PRIMAVERA,-11.92321026,-77.05634961,,5755
105756,1290,PUESTO DE SALUD MILAGRO DE JESUS,-11.9186782,-77.0258283,,5756
105757,1290,PUESTO DE SALUD SAN CARLOS,-11.9086992,-77.041319,,5757
105758,1290,LOS GERANIOS,-11.8961278,-77.0434893,,5758
105759,1290,PUESTO DE SALUD 11 DE JULIO,-11.930841,-77.037336,,5759
105760,1290,CENTRO DE SALUD CARLOS A. PROTZEL,-11.9402602,-77.0471573,,5760
105761,1290,CARMEN ALTO,-11.945087,-77.0308479,,5761
105762,1290,CARMEN MEDIO,-11.9412286,-77.0401638,,5762
105763,1290,SANTA LUZMILA I,-11.9416876,-77.0636501,,5763
105764,1290,COMAS,-11.9535459,-77.0495129,,5764
105765,1290,CARLOS PHILLIPS,-11.959672,-77.057458,,5765
105766,1290,HUSARES DE JUNIN,-11.9361947,-77.0518657,,5766
105767,1290,SEÑOR DE LOS MILAGROS,-11.9415104,-77.0452168,,5767
105768,1290,PUESTO DE SALUD LA PASCANA,-11.9364032,-77.0462082,,5768
105769,1290,CENTRO MATERNO INFANTIL SANTA LUZMILA II,-11.94712492,-77.05898579,,5769
105770,1290,CLORINDA MALAGA,-11.9661638,-77.0541862,,5770
105771,1412,9 DE OCTUBRE,-11.21656333,-77.41283167,,5771
105772,1412,LA MERCED,-11.2187183,-77.31147047,,5772
105773,1412,LA VILLA,-11.23493327,-77.38147977,,5773
105774,1412,EL AHORCADO,-11.27004285,-77.32578151,,5774
105775,1408,AUQUIMARCA,-11.06521333,-76.913815,,5775
105776,1408,PARAN,-11.05045964,-77.02864441,,5776
105777,1412,SAYAN,-11.13198166,-77.19341667,,5777
105778,1412,CHAMBARA,-11.10603,-77.31430333,,5778
105779,1363,ACOTAMA,-11.14318933,-77.06628511,,5779
105780,1417,COCHAMARCA,-10.86407,-77.12942,,5780
105781,1417,COLCAPAMPA,-10.93755167,-77.10178667,,5781
105782,1417,YARUCAYA,-10.84701667,-77.09206167,,5782
105783,1292,ERMITAÑO ALTO,-11.9992218,-77.0449556,,5783
105784,1292,ERMITAÑO BAJO,-11.9977277,-77.0546443,,5784
105785,1292,EL CARMEN,-12.0171219,-77.0476186,,5785
105786,1292,PUESTO DE SALUD LOS QUECHUAS,-11.99041254,-77.04242329,,5786
105787,1292,MILAGRO DE LA FRATERNIDAD,-12.0115856,-77.0490816,,5787
105788,1292,CENTRO MATERNO INFANTIL TAHUANTINSUYO BAJO,-11.9784658,-77.0529828,,5788
105789,1292,TAHUANTINSUYO ALTO,-11.979306,-77.0396598,,5789
105790,1292,TUPAC AMARU,-11.9722396,-77.045511,,5790
105791,1292,LAS AMERICAS,-11.9876035,-77.0542211,,5791
105792,1292,VICTOR RAUL HAYA DE LA TORRE,-11.97752131,-77.05723162,,5792
105793,1292,PUESTO DE SALUD JOSE OLAYA,-11.9674879,-77.03903164,,5793
105794,1297,CENTRO DE SALUD SAN MARTIN DE PORRES CONFRATERNIDAD,-11.9597024,-77.0802984,,5794
105795,1297,CENTRO DE SALUD LAURA CALLER,-11.970078,-77.0776032,,5795
105796,1297,CENTRO MATERNO INFANTIL JUAN PABLO II,-11.95309937,-77.07798163,,5796
105797,1297,CENTRO DE SALUD ENRIQUE MILLA OCHOA,-11.9565532,-77.0822282,,5797
105798,1297,LOS OLIVOS DE PRO,-11.9510556,-77.0843759,,5798
105799,1297,CENTRO DE SALUD LOS OLIVOS,-11.99289373,-77.06562916,,5799
105800,1297,CENTRO DE SALUD PRIMAVERA,-12.0092839,-77.07378,,5800
105801,1315,VIRGEN DEL PILAR DE NARANJAL,-11.9838236,-77.062838,,5801
105802,1315,MESA REDONDA,-12.0043022,-77.0575097,,5802
105803,1297,CENTRO DE SALUD VILLA DEL NORTE,-11.9710213,-77.0694925,,5803
105804,1297,CENTRO DE SALUD CARLOS CUETO FERNANDINI,-11.9816226,-77.0716913,,5804
105805,1315,PUESTO DE SALUD CERRO CANDELA,-11.972234,-77.106448,,5805
105806,1315,EX FUNDO NARANJAL,-11.9669636,-77.0873748,,5806
